"product_uid","name","value"
224377,"Bullet02","Painted steel frame and polyester canopy provide durability"
224377,"Bullet03","Nylon top with UV-resistant Aluminex aluminum canopy backing repels the sun's harmful rays; water and rust-resistant design to help prevent moisture damage and corrosion"
224377,"Bullet04","1-piece construction comes fully assembled and features a smooth-glide bearing, making set-up and take-down quick and easy"
224377,"Bullet05","Includes canopy top, frame, stakes and carrying bag, allowing you to install your canopy right away"
224377,"Bullet06","9 ft. 9 in.-high canopy peak allows heat to rise to help reduce the temperature under the canopy"
224377,"Canopy Features","Adjustable height,Collapsible,Hardware included,Rust resistant,Storage bag included,Water resistant"
224377,"Color","khaki / black"
224377,"Coverage Area (sq. ft.)","81"
224377,"Highest Clearance (in.)","85"
224377,"Lowest Clearance (in.)","42"
224377,"MFG Brand Name","Variflex"
224377,"Product Weight (lb.)","38"
224377,"Wall panels included","No"
224378,"Bullet01","Versatile angel figure is perfect for treetop or table centerpiece"
224378,"Bullet02","Hand-crafted design with exquisite detail for top quality look"
224378,"Bullet03","Red and gold tones with light burlap gown blend with traditional Christmas color schemes"
224378,"Bullet04","Angel measures 18 in. tall"
224378,"Christmas Indoor Decor Product Type","Tabletop Decor"
224378,"Features","No Additional Features"
224378,"Holiday Decor Product Type","Indoor Tabletop Decor"
224378,"Indoor Decor Theme","Angel"
224378,"Material","Polyester"
224378,"MFG Brand Name","Unbranded"
224378,"Product Depth (in.)","12"
224378,"Product Height (in.)","18"
224378,"Product Width (in.)","12"
224379,"Actual post height (in.)","70"
224379,"Actual post thickness (in.)","2"
224379,"Actual post width (in.)","2"
224379,"Bullet01","Limited lifetime warranty on workmanship, materials, and coating for as long as you own your fence"
224379,"Bullet02","Easy to install"
224379,"Bullet03","Also available in green, bronze and white finishes at Home Depot locations (not available online)"
224379,"Bullet04","Caps are included"
224379,"Cap/top included","Yes"
224379,"Color/Finish","Black"
224379,"Commercial/Residential Use","Residential"
224379,"Fencing Product Type","Metal Posts"
224379,"Hardware Included","Yes"
224379,"Material","Metal"
224379,"MFG Brand Name","Jerith"
224379,"Number of posts included","1"
224379,"Painted","Yes"
224379,"Product Depth (in.)","2"
224379,"Product Height (in.)","70"
224379,"Product Weight (lb.)","8"
224379,"Product Width (in.)","2"
224379,"Recommended Fastener","Other"
224379,"Shape","Square"
224379,"Use","End"
224380,"Bullet01","Maintenance free molded plastic"
224380,"Bullet02","Assembles in seconds"
224380,"Bullet03","UV treated to ensure years of beauty and use"
224380,"Bullet04","Steps are 32 in. wide with two (2) 12-1/2: deep step treads"
224380,"Hot Tub Accessory Type","Steps"
224380,"MFG Brand Name","Smart Spa"
224380,"Outdoor Living Product Type","Hot Tub"
224380,"Product Depth (in.)","25"
224380,"Product Height (in.)","16"
224380,"Product Weight (lb.)","22"
224380,"Product Width (in.)","32.5"
224381,"Amperage (amps)","0"
224381,"Batteries Included","Yes"
224381,"Battery Amp Hours","4"
224381,"Battery Power Type","Lithium Ion"
224381,"Battery Size","Lithium Ion"
224381,"Bullet01","3 LED lights with 20 second delay after trigger release, provide visibility without shadows"
224381,"Bullet02","1-handed loading 1/4 in. hex chuck accepts 1 in. bit tips"
224381,"Bullet03","Belt hook included for portability"
224381,"Bullet04","Includes DCF885 1/4 in. impact driver, (2) DCB204: 20-Volt Max XR premium lithium-ion batteries (4.0Ah), fast charger, belt hook and kit box"
224381,"Bullet05","Battery pack includes fuel gauge"
224381,"Bullet06","Fully reversing"
224381,"Certifications and Listings","CSA Listed"
224381,"Charger Included","Yes"
224381,"Color Family","Yellow"
224381,"Cordless Tool Type","Impact Driver"
224381,"Cordless/Corded","Cordless"
224381,"Drive Size (in.)","1/4"
224381,"Impacts Per Minute","3200"
224381,"Maximum Speed (rpm)","2800"
224381,"MFG Brand Name","DEWALT"
224381,"Number of Batteries Included","2"
224381,"Power Tool Features","Case Included,LED Light,Variable Speed"
224381,"Power Tool Product Type","Cordless"
224381,"Product Depth (in.)","9.6"
224381,"Product Height (in.)","4.875"
224381,"Product Weight (lb.)","8.8"
224381,"Product Width (in.)","16"
224381,"Reconditioned","No"
224381,"Tools Product Type","Power Tool"
224381,"Torque (lb-in)","1400"
224381,"Variable Speed","Yes"
224381,"Voltage (volts)","20"
224382,"Approximate Tile Size","12x12"
224382,"Bullet01","1 square foot per piece, each piece sold individually - piece weight equals 4 lb."
224382,"Bullet02","Grade 1, glass/metal blend mosaic tile for wall and countertop use"
224382,"Bullet03","12 in. width x 12 in. length x 8mm thick mesh-mounted mosaic; 1/2 in. W x varying length brick pieces."
224382,"Bullet04","Mixed finish with a mixed sheen and slight variation in tone"
224382,"Bullet05","P.E.I. Rating 0 is suitable for walls only"
224382,"Bullet06","Impervious tile has water absorption of less than 0.5% for indoor or some outdoor use"
224382,"Bullet07","C.O.F. is not applicable to wall tile items"
224382,"Bullet08","Completely frost resistant for indoor or outdoor applications; use a latex-modified thinset for acceptable bond strength"
224382,"Bullet09","Residential and commercial use"
224382,"Bullet11","Don’t forget your coordinating trim pieces, grout, backerboard, thinset and installation tools"
224382,"Bullet12","All online orders for this item ship via parcel ground and may arrive in multiple boxes"
224382,"Bullet13","It is recommended you purchase a minimum of 10% overage to account for design cuts and patterns"
224382,"Bullet14","This is a GREENGUARD Indoor Air Quality Certified and GREENGUARD Children & Schools Certified product"
224382,"Color Family","Multi"
224382,"Color/Finish","Multi Color"
224382,"Commercial / Residential","Commercial / Residential"
224382,"Flooring Product Type","Mosaic Tile"
224382,"Indoor/Outdoor","Indoor/Outdoor"
224382,"MFG Brand Name","MS International"
224382,"Mosaic Sub Unit Length (in.)","Random"
224382,"Mosaic Sub Unit Width (in.)","Random"
224382,"Number of Tiles per Case","1"
224382,"Product Thickness (mm)","8"
224382,"Product Width (in.)","12"
224382,"Style Type","Interlocking"
224382,"Suggested Grout Line Size","1/8"
224382,"Tile Features","Frost Resistant,Radiant/Underfloor Warming Heating"
224382,"Tile Finish","Polished"
224382,"Tile Material","Multi-Surface"
224382,"Tile Use","Accent Wall,Backsplash,Bath Wall,Countertop,Fireplace Facade,Outdoor,Shower Wall"
224383,"Bowl Below Counter Height (in.)","9"
224383,"Bullet01","Stainless steel"
224383,"Bullet02","Sound dampening"
224383,"Bullet03","Grid/strainer included"
224383,"Bullet04","Faucet included"
224383,"Certifications and Listings","No Certifications or Listings"
224383,"Color Family","Stainless Steel"
224383,"Color/Finish","Satin Brush"
224383,"Cut-Out Below Counter Depth (in.)","9"
224383,"Cut-Out Front to Back Width (in.)","16"
224383,"Cut-Out Left to Right Length (in.)","28"
224383,"Drain Location","Center"
224383,"Faucet Finish","Chrome"
224383,"Faucet Included","Yes"
224383,"Faucet type","Kitchen Faucet"
224383,"Finish Type","Gloss"
224383,"Inner Bowl Front to Back Width (in.)","16"
224383,"Inner Bowl Left to Right Length (in.)","28"
224383,"Kitchen Product Type","Kitchen Sink"
224383,"Kitchen Sink Front to Back Width (In.)","9"
224383,"Kitchen Sink Left to Right Length (In.)","28"
224383,"Kitchen Sink Top to Bottom Depth (in.)","16"
224383,"Material","Stainless Steel"
224383,"MFG Brand Name","Schon"
224383,"Mount type","Undermount"
224383,"Number of Bowls","1"
224383,"Product Weight (lb.)","18"
224383,"Sink Features","Sound Insulation"
224383,"Sink Gauge","18"
224383,"Sink Included Components","Drain Included,Strainer Basket Included"
224384,"Accessory Type","Air Hose"
224384,"Air Tool Type","Accessory"
224384,"Assembled Depth (in.)","10.125 in"
224384,"Assembled Height (in.)","3.375 in"
224384,"Assembled Width (in.)","10 in"
224384,"Bullet01","3/8 in. x 50 ft. rubber/PVC blend air hose with 1/4 in. male NPT end fittings"
224384,"Bullet02","More durable and flexible like rubber"
224384,"Bullet03","Lightweight like PVC"
224384,"Bullet04","Bend restrictors for increased hose life"
224384,"Bullet05","300 psi work pressure"
224384,"Bullet06","Fluorescent green"
224384,"Bullet07","3 year warranty"
224384,"Bullet08","4.9 lbs."
224384,"Bullet20","Note: product may vary by store"
224384,"Compressor/Air Tool Features","No Additional Features"
224384,"Fitting size (in.)","1.18"
224384,"Hose Length (ft.)","50 ft"
224384,"Included","No additional components or accessories are included"
224384,"Maximum operating pressure (psi)","300"
224384,"MFG Brand Name","Amflo"
224384,"Product Weight (lb.)","5"
224384,"Tools Included","No Additional Tools Included"
224384,"Tools Product Type","Air Compressor"
224385,"Bullet01","Ideal for kids’ rooms, hallways, kitchens, bathrooms, doors, windows, trim, cabinets, shutters and interior furniture"
224385,"Bullet02","100% acrylic finish for easy cleaning"
224385,"Bullet03","Extremely strong finish that displays a radiant and sleek appearance"
224385,"Bullet04","Exceptional hide, covers up to 2000 sq. ft. depending on color selected and surface porosity"
224385,"Bullet05","Easy soap and water clean-up"
224385,"Bullet06","Exceptional latex formula provides a mildew resistant finish"
224385,"Bullet07","Self priming finish that seals the surface"
224385,"Bullet08","Actual paint colors may vary from on-screen and printer representations"
224385,"Bullet18","Online Price includes Paint Care fee in the following states: CA, CO, CT, ME, MN, OR, RI, VT"
224385,"Color Family","Beige / Cream"
224385,"Color/Finish","Natural Linen"
224385,"Container Size","5 GA-Gallon"
224385,"Coverage Area (sq. ft.)","2000"
224385,"Dry to touch (min.)","60"
224385,"Interior/Exterior Paint","Interior Paint"
224385,"MFG Brand Name","BEHR Premium Plus"
224385,"Paint & Primer in One","Yes"
224385,"Paint/Stain Clean Up","Soap & Water"
224385,"Paint/Stain Key Features","Mildew Resistant"
224385,"RGB Value","235:223:208"
224385,"Sheen","Semi-Gloss"
224385,"Time before recoating (hours)","2"
224385,"Tint Base","Base 1"
224385,"Transparency","Solid"
224386,"Adjustable Height","No"
224386,"Bulb Type","Incandescent"
224386,"Bulb(s) Included","No"
224386,"Bullet01","Steel and aluminum construction with an oil-rubbed bronze finish for a pleasant appearance"
224386,"Bullet02","Frosted glass helps diffuse light"
224386,"Bullet03","Transitional style helps maintain a consistent decor"
224386,"Bullet04","Flush-mount design can be mounted indoors or outdoors for versatility"
224386,"Bullet05","Weather resistant for durability"
224386,"Bullet06","Each light uses 2-bulbs with a maximum of 60 watts (sold separately)"
224386,"Bullet07","UL listed for safety"
224386,"Bullet08","Includes hardware for quick installation"
224386,"Certifications and Listings","1-UL Listed"
224386,"Dusk to Dawn","No"
224386,"ENERGY STAR Certified","No"
224386,"Exterior Lighting Accessory Type","Hanging/Ceiling Mount Light"
224386,"Exterior Lighting Product Type","Flush Mounted"
224386,"Fixture Color/Finish","Oil Rubbed Bronze"
224386,"Glass/Lens Type","Frosted"
224386,"Light Source","Incandescent"
224386,"Maximum Hanging Length (in.)","0"
224386,"MFG Brand Name","Hampton Bay"
224386,"Motion Sensor","No"
224386,"Number of Bulbs Required","2"
224386,"Outdoor Lighting Features","Weather Resistant"
224386,"Power Type","Hardwired"
224386,"Product Depth (in.)","12.75"
224386,"Product Height (in.)","5.5 in"
224386,"Product Length (in.)","12.75 in"
224386,"Product Weight (lb.)","2.99 lb"
224386,"Product Width (in.)","12.75 in"
224386,"Size","Medium"
224386,"Style","Transitional"
224386,"UL Listing","1-UL Listed"
224386,"Wattage (watts)","60 W"
224386,"Weather Resistant","Yes"
224387,"Bullet01","6000 mAh lithium battery charge iPhone, iPad and other smart devices"
224387,"Bullet02","Dual USB out ports (5-Volt, 1-Amp and 5-Volt, 2-Amp) charge 2-devices at once"
224387,"Bullet03","Slim design fits easily into a backpack or glove compartment"
224387,"Bullet04","Can be charged via USB or using solar panel"
224387,"Bullet05","Portable power pack with rechargeable battery and solar panel"
224387,"MFG Brand Name","Celestron"
224387,"Product Depth (in.)","1"
224387,"Product Height (in.)","7"
224387,"Product Length (in.)","5"
224387,"Product Weight (lb.)",".5"
224387,"Product Width (in.)","5"
224388,"Assembled Depth (in.)","24.1 in"
224388,"Assembled Height (in.)","37.4 in"
224388,"Assembled Width (in.)","63 in"
224388,"Assembly Required","Yes"
224388,"Bullet01","Acacia wood provides a rustic look for your patio or deck"
224388,"Bullet02","Item dimensions: 63 in. W x 24.1 in. D x 37.4 in. H"
224388,"Bullet03","Finished in ash grey"
224388,"Bullet04","Minor assembly is needed"
224388,"Bullet05","Can be cleaned with water and a small brush/cloth"
224388,"Chair Type","Bench"
224388,"Collection Name","Mischa"
224388,"Commercial / Residential","Commercial / Residential"
224388,"Frame Material","Wood"
224388,"Frame Primary Finish","Gray"
224388,"Loveseat Included","No"
224388,"MFG Brand Name","Safavieh"
224388,"Outdoor Living Product Type","Patio Furniture Seating Set"
224388,"Patio Furniture Features","Arms,Weather resistant"
224388,"Product Weight (lb.)","54.9"
224388,"Seat Height (in.)","17.3"
224388,"Weight Capacity (lb.)","250"
224389,"Actual Color Temperature (K)","4000"
224389,"Average Life (hours)","25000"
224389,"Bulb Diameter (In.)","4.8"
224389,"Bulb Shape","Reflector"
224389,"Bulb Type","Flood and Spot"
224389,"Bullet01","Brightness: 1300 lumens"
224389,"Bullet02","Estimated yearly energy cost: $2.29 (based on 3 hours/day, 11/kWh. costs depend on rates and use)"
224389,"Bullet03","Life: 22.8 years (based on 3 hours per day)"
224389,"Bullet04","Light appearance: 4000K (cool white)"
224389,"Bullet05","Energy used: 19 Watt (equivalent to a 120 Watt standard incandescent light bulb)"
224389,"Bullet06","Lumens per Watt: 68.42"
224389,"Bullet07","Uses 83% less energy compared to a standard incandescent light bulb"
224389,"Bullet08","Ideal for residential use in kitchens, living rooms and dining rooms and for commercial use in offices, retail spaces and hospitality segments"
224389,"Bullet09","Contains mercury: no"
224389,"Bullet10","Meets federal minimum efficiency standards for Energy Star certification"
224389,"Color Rendering Index","80"
224389,"ENERGY STAR Certified","Yes"
224389,"Indoor/Outdoor","Indoor"
224389,"Light Bulb Base Code","Medium"
224389,"Light Bulb Base Type","Medium"
224389,"Light Bulb Features","Dimmable,Energy Saving"
224389,"Light Bulb Shape Code","PAR38"
224389,"Light Color","Cool White"
224389,"Light Output (lumens)","1300"
224389,"Lighting Technology","LED"
224389,"MFG Brand Name","Philips"
224389,"Number in Package","6"
224389,"Product Depth (in.)","4.8"
224389,"Product Height (in.)","5.2"
224389,"Product Width (in.)","4.8"
224389,"Specialty Bulb Type","Flood & Spot"
224389,"Watt Equivalence","120"
224389,"Wattage (watts)","19"
224390,"Bullet01","Flexible steel spring spout for easy usage"
224390,"Bullet02","Quick release magnetic hand spray will not demagnetize"
224390,"Bullet03","Dual spray feature"
224390,"Bullet04","Solid brass construction"
224390,"Bullet05","Ceramic disk cartridge"
224390,"Bullet06","Limited lifetime warranty"
224390,"Certifications and Listings","No Certifications or Listings"
224390,"Color Family","Stainless Steel"
224390,"Color/Finish","Stainless"
224390,"Commercial / Residential","Residential"
224390,"Connection size (in.)","1 In."
224390,"Extension length (in.)","27"
224390,"Faucet Features","No Additional Features"
224390,"Faucet Included Components","Handles,Supply Lines"
224390,"Faucet type","Kitchen Faucet"
224390,"Flow rate (gallons per minute)","2.2"
224390,"Handle Type","Lever"
224390,"Housing Material","Metal"
224390,"Kitchen Faucet Type","Pull Down"
224390,"MFG Brand Name","Blanco"
224390,"Number of Faucet Holes Required","1"
224390,"Spout height (in.)","7.5"
224390,"Spout Reach (in.)","8.63 in"
224390,"Spout Type","High Arc"
224390,"Touchless/Touch On","Neither"
224390,"Valve material","Metal"
224391,"Amperage (amps)","7"
224391,"Bullet01","7-amp motor for powerful performance"
224391,"Bullet02","1/2 in. keyed chuck"
224391,"Bullet03","Variable-speed control dials for a speed range of 115 - 450 RPM"
224391,"Bullet04","Long switch handle and long pipe handle help make the tool easy to use"
224391,"Bullet05","2-handed design helps you drill large holes and mix material (not included)"
224391,"Bullet06","8 ft. cord provides a broad reach"
224391,"Bullet07","Forward switch for convenience"
224391,"Bullet08","High-speed drill is ideal for use with large bits (not included) and with hi-torque applications"
224391,"Bullet09","Gears are treated to resist heat"
224391,"Bullet10","1/2 in. capacity in steel"
224391,"Case Included","No"
224391,"Certifications and Listings","1-UL Listed,CSA Listed,ETL Listed"
224391,"Chuck Size","1/2 In."
224391,"Chuck Type","Keyed"
224391,"Clamshell/Jam pot","Jam pot"
224391,"Color Family","Red"
224391,"Cord Length (ft.)","8"
224391,"Corded Tool Type","Drill/Driver"
224391,"Cordless/Corded","Corded"
224391,"Drill/ Driver Type","Drill/ Driver"
224391,"Forward/reverse switch","Forward switch and reverse switch"
224391,"Maximum Speed (rpm)","450"
224391,"MFG Brand Name","Milwaukee"
224391,"Power Tool Product Type","Corded"
224391,"Product Depth (in.)","5 in"
224391,"Product Height (in.)","13.75 in"
224391,"Product Weight (lb.)","12.57"
224391,"Product Width (in.)","14.5 in"
224391,"Reconditioned","No"
224391,"Tools Product Type","Power Tool"
224391,"Variable Speed","Yes"
224392,"Assembled Depth (in.)","0.7362204724 in"
224392,"Assembled Height (in.)","0.2007874016 in"
224392,"Assembled Width (in.)","0.7519685039 in"
224392,"Bullet01","1-piece per bag"
224392,"Bullet02","Orange plastic construction"
224392,"Bullet03","Orange finish"
224392,"Bullet04","19.1 mm"
224392,"Color Family","Oranges / Peaches"
224392,"Fastener length (in.)","0.7362204724"
224392,"Fastener Type","Specialty Fastener"
224392,"MFG Brand Name","Crown Bolt"
224392,"Package Quantity","1"
224392,"Product Weight (lb.)","0.05 lb"
224393,"Bend Degree","90"
224393,"Bullet01","Solid brass for superior strength"
224393,"Bullet02","Ideal for use with copper, brass or iron pipe"
224393,"Bullet03","Wrap plumber's tape on male pipe threads to ensure a tight seal (tape not included)"
224393,"Bullet04","Working pressure is 1000 psi"
224393,"Compatible Pipe Material","Brass"
224393,"Connection 1","FIP"
224393,"Connection 2","FIP"
224393,"Fitting 1 size","1/4"""
224393,"Fitting 2 size","1/4"""
224393,"Fitting or Connector Type","Elbow"
224393,"Material","Brass"
224393,"Maximum working pressure (psi)","1000"
224393,"MFG Brand Name","Cerro"
224393,"Pipe or Fitting Product Type","Fittings & Connectors"
224393,"Product Depth (in.)","1.5"
224393,"Product Height (in.)","1"
224393,"Product Length (in.)",".375"
224393,"Product Weight (lb.)",".12"
224393,"Product Width (in.)",".375"
224393,"Push to connect","No"
224393,"Side Inlet","No"
224394,"Bullet01","Smart Divide features a lower bowl divider that increases workspace and versatility"
224394,"Bullet02","Each basin measures 15 in. L x 18-3/8 in. W"
224394,"Bullet03","Constructed of KOHLER Cast Iron"
224394,"Bullet04","Basin depth of 9 in."
224394,"Bullet05","Undercounter installation"
224394,"Bullet06","Disposer's Quick Lock sink mount allows for easy installation and replacement"
224394,"Bullet07","1 HP  Dura-Drive motor provides quiet disposer operation and long life"
224394,"Bullet08","Disposer features a 40 oz. grind chamber with stainless steel grind components"
224394,"Bullet09","InSinkErator's MultiGrind technology quickly grinds almost any food waste"
224394,"Bullet10","Disposer's SoundSeal technology delivers Ultra Quiet performance enabling you to hold a conversation with normal voices in the same room"
224394,"Bullet11","Antimicrobial Quiet Collar sink baffle is easily removed for cleaning and  helps inhibit growth of odor-causing bacteria"
224394,"Bullet12","Disposer's power cord is sold separately for installations where a power outlet is present, most installations are direct wired and do not use a power cord"
224394,"Certifications and Listings","No Certifications or Listings"
224394,"Color Family","White"
224394,"Color/Finish","White"
224394,"Cut-Out Below Counter Depth (in.)","30.3125"
224394,"Cut-Out Front to Back Width (in.)","9.625 in"
224394,"Cut-Out Left to Right Length (in.)","14.625 in"
224394,"Drain Location","Center"
224394,"Faucet Included","No"
224394,"Finish Type","Gloss"
224394,"Kitchen Product Type","Kitchen Sink"
224394,"Kitchen Sink Front to Back Width (In.)","22"
224394,"Kitchen Sink Left to Right Length (In.)","33"
224394,"Kitchen Sink Top to Bottom Depth (in.)","9.625"
224394,"Left Inner Bowl Below Counter Depth (in.)","15"
224394,"Left Inner Bowl Left to Right Length (in.)","18.375"
224394,"Material","Cast Iron"
224394,"MFG Brand Name","KOHLER"
224394,"Mount type","Undermount"
224394,"Number of Bowls","2"
224394,"Product Weight (lb.)","148.44"
224394,"Right Inner Bowl Below Counter Depth (in.)","15"
224394,"Right Inner Bowl Left to Right Length (in.)","18.375"
224394,"Sink Features","Insulated"
224394,"Sink Included Components","No Additional Items Included"
224394,"Strainer Basket Included","No"
224395,"Bullet01","Changes the direction of pull"
224395,"Bullet02","Prevents wire rope damage"
224395,"Bullet03","Features a smooth surface that's ideal for wire rope"
224395,"Bullet04","Corrosion reducing surface for added life"
224395,"Bullet05","Includes a 1-year limited warranty"
224395,"Material","Steel"
224395,"MFG Brand Name","Superwinch"
224395,"Product Depth (in.)","8.5"
224395,"Product Height (in.)","1"
224395,"Product Weight (lb.)","2"
224395,"Product Width (in.)","5"
224395,"Winch Accessory Type","Snatch Blocks"
224396,"Bullet01","J-Bend comes with captive nut"
224396,"Bullet02","Includes 3 slip joint nuts and 2 washers"
224396,"Bullet03","Available in 1-1/4 in. or 1-1/2 in. sizes"
224396,"Bullet04","Easy installation"
224396,"Color/Finish","white"
224396,"Diameter (in.)","1.25 in"
224396,"Material","Plastic"
224396,"MFG Brand Name","Oatey"
224396,"Number of Pieces","7"
224396,"Plumbing Part Type","Other Sink Repair Part"
224396,"Product Depth (in.)","22"
224396,"Product Height (in.)","1.5"
224396,"Product Width (in.)","8"
224397,"Accessory Type","Air Hose"
224397,"Air Tool Type","Accessory"
224397,"Assembled Depth (in.)","8.625 in"
224397,"Assembled Height (in.)","3 in"
224397,"Assembled Width (in.)","8.75 in"
224397,"Bullet01","1/4 in. x 50 ft. polyurethane air hose with 1/4 in. male NPT field repairable end fittings"
224397,"Bullet02","Very good cold weather flexibility"
224397,"Bullet03","Smooth finish does not mar surfaces"
224397,"Bullet04","Light weight for less user fatigue"
224397,"Bullet05","Field repairable end fittings save down time"
224397,"Bullet06","Bend restrictors for increased hose life"
224397,"Bullet07","300 psi work pressure"
224397,"Bullet08","Blue"
224397,"Bullet09","4 year warranty"
224397,"Bullet10","2.4 lbs."
224397,"Bullet20","Note: product may vary by store"
224397,"Fitting size (in.)","0.25"
224397,"Hose Length (ft.)","50 ft"
224397,"Maximum operating pressure (psi)","300"
224397,"MFG Brand Name","Amflo"
224397,"Product Weight (lb.)","3"
224397,"Tools Product Type","Air Compressor"
224398,"Amperage (amps)","0"
224398,"Batteries Included","No"
224398,"Battery Amp Hours","0"
224398,"Battery Power Type","Lithium Ion"
224398,"Battery Size","Lithium Ion"
224398,"Bullet01","Part of the 20-Volt Max system"
224398,"Bullet02","3 LED lights with 20 second delay after trigger release, provide visibility without shadows"
224398,"Bullet03","1-handed loading 1/4 in. hex chuck accepts 1 in. bit tips"
224398,"Bullet04","Belt hook included for portability"
224398,"Bullet05","Lightweight design to reduce user fatigue and optimize use"
224398,"Bullet06","Quick load chuck for most efficient use of accessories"
224398,"Bullet07","High torque capability for wide range of applications"
224398,"Certifications and Listings","CSA Listed"
224398,"Charger Included","No"
224398,"Color Family","Yellow"
224398,"Cordless Tool Type","Impact Driver"
224398,"Cordless/Corded","Cordless"
224398,"Drive Size (in.)","1/4"
224398,"Impacts Per Minute","3200"
224398,"Maximum Speed (rpm)","2800"
224398,"MFG Brand Name","DEWALT"
224398,"Number of Batteries Included","0"
224398,"Power Tool Features","Brushless,LED Light,Variable Speed"
224398,"Power Tool Product Type","Cordless"
224398,"Product Depth (in.)","6.25"
224398,"Product Height (in.)","9.37"
224398,"Product Weight (lb.)","2.65"
224398,"Product Width (in.)","3.9"
224398,"Reconditioned","No"
224398,"Tools Product Type","Power Tool"
224398,"Torque (lb-in)","1500"
224398,"Variable Speed","Yes"
224398,"Voltage (volts)","20"
224399,"Bullet01","Track, matching door knob and hardware included, no other hardware is required to install"
224399,"Bullet02","Constructed of PVC"
224399,"Bullet03","Cleans easily"
224399,"Bullet04","Resists moisture, humidity, dust, termites, mold and mildew"
224399,"Bullet05","Opens left or right"
224399,"Bullet06","Up to 1 in. can be trimmed off the bottom"
224399,"Color Family","Oak"
224399,"Color/Finish","Golden Oak"
224399,"Core Type","Hollow"
224399,"Door Handing","Universal/Reversible"
224399,"Door Size (WxH) in.","32 x 80"
224399,"Door Thickness (in.)","1.125"
224399,"Door Type","Bi-Fold"
224399,"Features","Easy Install"
224399,"Finish Type","Finished"
224399,"Included","Hardware"
224399,"Material","Vinyl"
224399,"MFG Brand Name","Home Fashion Technologies"
224399,"Panel Type","6 Panel"
224399,"Product Weight (lb.)","22.16"
224400,"Bullet01","For use as a main breaker in a main breaker or meter breaker load center or as a service disconnect"
224400,"Bullet02","Delivers electricity to branch circuit breakers within the load center"
224400,"Bullet03","Trips to the center position"
224400,"Bullet04","120/240-Volt"
224400,"Bullet05","25,000 AIC"
224400,"Bullet06","Suitable for use with type ECB unit enclosures, such as an Eaton meter breaker load center"
224400,"Bullet07","ANSI certified and CSA and UL listed"
224400,"Bullet08","Breaker is sized to trip before the total current draw of the panel exceeds the current carrying capacity of the feed from the electric company"
224400,"Bullet09","Bolt-on installation"
224400,"Bullet14","200-Amp replacement circuit breaker"
224400,"Bullet15","For use in type ECB Unit Enclosures"
224400,"Bullet16","Double pole"
224400,"Certifications and Listings","1-UL Listed,ANSI Certified"
224400,"Electrical Product Type","Breaker"
224400,"Maximum Amperage (amps)","200"
224400,"MFG Brand Name","Eaton"
224400,"Mounting type","Bolt On"
224400,"Number of Poles","2"
224400,"Power Distribution Features","No Additional Features"
224400,"Product Depth (in.)","3.215"
224400,"Product Height (in.)","6.122"
224400,"Product Weight (lb.)","2.55"
224400,"Product Width (in.)","2.741"
224400,"Voltage (volts)","120/240"
224401,"Assembled Depth (in.)",".69 in"
224401,"Assembled Height (in.)",".577 in"
224401,"Assembled Width (in.)",".5 in"
224401,"Bullet01","3-pieces per pack"
224401,"Bullet02","Steel construction"
224401,"Bullet03","Zinc-plated"
224401,"Bullet04","3/16 in."
224401,"Bullet05","Inward facing flange"
224401,"Bullet20","Note: product may vary by store"
224401,"Fastener Callout Size","3/16"""
224401,"Fastener Type","Axle Hat Nut"
224401,"Finish Family","Metallic"
224401,"Inside Diameter",".1875 in"
224401,"Material","Steel"
224401,"Measurement Standard","SAE"
224401,"MFG Brand Name","Crown Bolt"
224401,"Outside Width (in.)",".45 in"
224401,"Package Quantity","3"
224401,"Product Weight (lb.)","0.0393"
224401,"Threaded","No"
224402,"Adjustable Compartments","No"
224402,"Bullet01","Compact design for daily use"
224402,"Bullet02","Holder is lightweight"
224402,"Bullet03","Webbing riveted reinforced pockets protects the contents of the holder"
224402,"Bullet04","Fold-over flaps helps keeps tools in place"
224402,"Color Family","Gray"
224402,"Color/Finish","Gray/Tan"
224402,"Handle","No"
224402,"Material","Cotton"
224402,"MFG Brand Name","Dickies"
224402,"Number of compartments","2"
224402,"Product Depth (in.)","1.6"
224402,"Product Height (in.)","3.2"
224402,"Product Width (in.)","10.3"
224402,"Tool Storage Product Type","Small Parts Organizer"
224402,"Tools Product Type","Tool Storage"
224403,"Adjustable Lamp Head","No"
224403,"Base Color/Finish Family","Beige"
224403,"Bulb(s) Included","No"
224403,"Bullet01","All weatherproof"
224403,"Bullet02","Will not rust"
224403,"Bullet03","Weatherproof cord and plug"
224403,"Bullet04","Two level dimming switch"
224403,"Bullet05","Sunbrella fabric shade cover"
224403,"California Title 20 Compliant","No"
224403,"Connection Type","Plug-in"
224403,"ENERGY STAR Certified","No"
224403,"Exterior Lighting Accessory Type","Floor Lamp"
224403,"Exterior Lighting Product Type","Floor Lamp"
224403,"Fixture Color/Finish","Bisque"
224403,"Fixture Material","Resin"
224403,"Harp Style","No Harp"
224403,"Light Bulb Base Code","Screw Terminal"
224403,"Maximum Bulb Wattage","100.0 W"
224403,"MFG Brand Name","Patio Living Concepts"
224403,"Novelty","No"
224403,"Number of Bulbs Required","1"
224403,"Outdoor Lighting Features","Weather Resistant"
224403,"Primary Switch Type","Dimmer"
224403,"Product Depth (in.)","20 in"
224403,"Product Height (in.)","60 in"
224403,"Product Length (in.)","20 in"
