"product_uid","product_description"
223615,"Delaney Designer Series Italian Collection was inspired by the simple elegance of Venice and the timeless appearance found in Tuscany. The Florinin lever with enlarged back plate adds value and style to any home. The black finish complements a wide selection of interior design styles. This privacy knob is for use on bathroom and bedroom doors requiring a locking function with a thumb turn on the inside. There is an emergency release on the outside with a provided pin. Store the emergency pin on the trim above the door on the outside.Universal installation feature with adjustable latch and interlocking guides make it easy to install requiring only a screwdriverAll parts and installation instructions includedReinforced spring assembly provides long lasting smooth operationInternal protective collar provides added security"
223616,"Create a warm welcome to your home with this easy-to-use Electric Luminaria Kit with Snowflake  and LumaBases (10-Count). Simply place the luminarias along your front walkway, around your deck, along a stairway, in a tree or party tent or in any place you wish to set a festive tone and create an inviting ambience. Durably made of weather-resistant translucent plastic with a silver snowflake design, these luminarias will provide season after season enjoyment and are easy to anchor with the included LumaBases.Durable and weather-resistant translucent plastic with a silver snowflake motif for seasons of useLumaBases anchor the luminarias to hard surfaces such as walkways and floors and are reusable, flame-resistant and unbreakableUL listed green 30 ft. cord36 in. spacing between bulbsC7 clear, 5-watt replaceable bulbs includedEnd-to-end connectors for up to 4 additional cordsFor indoor and outdoor useEasy fold-up design for quick storageHome Depot Protection Plan:"
223617,"This Cassidy 30 in. Towel Bar in Chrome is the obvious choice for a timeless, traditionally-styled bath. The Cassidy collection's classical design plays off of the hugely popular Victorian-esque architecture. Getting ready in the morning is far from routine when you are surrounded by a bath that reflects your personal style. Sometimes accessories make all the difference and that's why Delta offers a variety of bath accessory items. From towel bars to robe hooks, we've got what you want.Curved towel bar extends 4-1/2 in. from the wallMounting template included with productWood blocking is preferable behind all wall surfaces5 year limited warranty"
223618,"An ideal tile for a kitchen backsplash or bathroom surfaces, the glass and stone combination of Splashback's sample size Dimension 3D Brick Wood Onyx Pattern create a beautifully multi-dimensionally effect. The mesh backing not only simplifies installation, it also allows the tiles to be separated which adds to their design flexibility. Sample size tiles available. See item 203061371 for full size tile.1 square foot per piece, each piece sold individually. Piece weight equals 0.75 lbs.Grade 1, first-quality stone and glass tile for wall and top use6 in. width x 3 in. length x 5/16 in. thickGlazed smooth finish with some random shade and tone variationP.E.I. Rating 0 is suitable for walls and residential use onlyNon-Vitreous flooring has water absorption of more than 7% for indoor useC.O.F. Slipresistance/C.O.F. rating greater than .50 is recommended for standard residential applications and is marginally skid resistant. Indoor useNot frost resistantResidential and commercial useLearn how to get a Lifetime Warranty by using Custom Building Products from The Home Depot. Visit www.homedepot.com/CBPDont forget your coordinating trim pieces, grout, backerboard, thinset and installation toolsAll online orders for this item ship via ground and may arrive in multiple boxesIt is recommended you purchase a minimum of 10% overage to account for design cuts and patternsTile samples are not returnable"
223619,"The BEHR Premium Plus 8 oz. Interior/Exterior Paint Sample lets you try a color before you buy it. This sample is 100% acrylic latex paint that provides a long-lasting, tough finish. For a true idea of whole-room coverage this sample can be tested on almost any interior or exterior surface and covers up to 16 sq. ft.California residents: see&nbsp;Proposition 65 information100% acrylic 8 oz. paint sampleFlat sheenCovers up to 16 sq. ft. for a true idea of whole-room coverageHigh-quality pigments and thickeners improve hide and color qualityEasy soap and water clean-upLiquid samples are not returnable but are an invaluable resource to help you select the right paint colorActual paint colors may vary from on-screen and printer representations"
223620,"Fireside Country Cabin 72 in. x 108 in. Reversible Patio Mat comes in a Coral and Beige color combination with additional neutral accents. This mat is large enough to comfortably sit 2 to 4 adults. Fireside reversible RV / Patio Mats will add a touch of elegance to your deck or patio. These high quality Polypropylene (plastic) mats are reversible with a complimentary pattern on the opposite side. You get two patterns for one low price. Fireside Patio Mats are lightweight and compact when folded so they are easy to travel with and easy to store. All of our Fireside indoor/outdoor reversible patio mats are stain and fade resistant and clean up is a breeze. Simply rinse your mat with a garden hose and allow to air dry. Fireside reversible patio mats have corner tie-down loops to stake the mat to the ground in windy conditions (tent stakes sold separately). Use our lightweight, reversible patio mats to spruce up a tired old deck or patio, while camping or RVing, on the beach, by the pool, for picnics, at car races, while tailgating, in the backyard or in the playroom or recreation room. Whether you call them RV mats, RV awning mats or simply patio mats, Fireside Patio Mats offers high quality reversible mats that are simply gorgeous and functional.Spruce up your tired deck or patio with this durable patio mat100% Polypropylene plastic resists stains and is easy to cleanMachine-woven in ChinaCorner tie-down loops to stake mat to ground in windy conditions (stakes sold separately)Durable UV-stabilized material resists fading and withstands seasonal changesWoven hollow Polypropylene tubes feel soft under foot and do not get hotReversible design provides 2 complimentary patterns for one low priceIndoor/Outdoor useLightweight design makes transport and storage a breezeEasy to clean by simply rinsing with garden hose"
223621,"This 36 in. Extending Flexible Magnets reaches into tight, angles spaces easily. Bendable design lets you set length and angle. Lightweight design.California residents: see&nbsp;Proposition 65 information0.187 in.Easy to usePowerful magnetsHolds up to 3 lbs.Length and angle are adjustable"
223622,"The Arctic Cove Replacement Filter Media MAC750 is designed to fit snugly inside of the EVC700/EVC500. The media can be changed very quickly by using the quick release tabs on the door of the cooler. An open design allows for more efficient saturation and airflow through the media.California residents: see&nbsp;Proposition 65 informationWorks with the Arctic Cove 500 and 700 CFM evaporative coolerDurable corrugated cardboard constructionOpen design allows for more efficient saturationEasily and quickly change media"
223623,"Attract a variety of wild birds with this superb quality birdseed. With no preservatives and a high nutrient content, it's the ultimate food for all of your feathered friends. Black oil sunflower seed is also perfect for colder temperatures since the high oil content provides warmth and energy to birds.All natural ingredientsWon't clog feedersDust freeFor use in larger opening tube feeders, hopper feeders and platform feeders"
223624,"A sophisticated shield from the sun, wind and rain. Your furniture will maintain its beauty and integrity even longer with these exclusive Brown Jordan Furniture Covers. The covers preserve and protect your furnishings investment while adding a refined aesthetic to your home. The covers are constructed of an extremely durable Marine Grade fabric from the industry leading Sunbrella fabrics. Each cover glides gently over your furniture, while the embroidered Brown Jordan logo signifies the most sought-after brand in luxury outdoor furnishings. Each cover is custom designed and engineered to fit Brown Jordan furniture. A barrel clasp drawstring at the base of each cover cinches tight to create a firm fit and reduce wind flapping. Covers fold neatly for easy storage.Heavyweight tweed fabricMoisture-resistant backing material that glides gently over your furnitureBarrel clasp drawstring at the base of each cover cinches tight to create a firm fit and reduce wind flappingCovers fold neatly for easy storageResilient, durable material preserves and protects your furniture from mildew, pollen, dust, pollution, harmful UV rays, and other environmental irritantsWill not tear, scrape, or puncture under normal use and conditionsWhile most patio furniture is highly resistant to weather, furniture covers can extend the life of your seating or dining pieces, especially if the furniture is exposed to extremes of temperature or wet, salty airIf your climate has harsh winters, it is best to stow furniture inside during the coldest monthsWash the furniture cover with a solution of mild detergent and water, rinse with clear water, and dry thoroughly5-year limited warranty on all furniture covers"
223625,"Enliven your porch or home with the stunning 4 ft. Juniper Slim Spiral Tree, an elegant design for indoors or out. Dense green foliage and a spiral pattern intertwine to provide a unique, upscale look that is perfect for any landscaping project or decor style. Quality polyethylene construction and a natural-looking trunk ensure a realistic appearance, while the classic shrub design comes seated in a round green pot that can be displayed as-is or planted directly into the ground for a lifelike and hassle-free landscape display.4 ft. tall with 10 in. diameter; weighs 8 lbs.Unique spiral design offers an upscale look indoors or out1130 tips and realistic trunk create a full, lifelike appearanceCrafted with polyethylene material for a natural lookFire-resistant for added safetyNestled in a green plastic pot to blend with other greenery in your yard or homePlant directly in the ground or display in a pot for versatile styling"
223626,"This Santa Rosa toilet's one-piece design adds a contemporary look to your bathroom environment while conserving space with a compact elongated bowl Its 1.28 Gal. high-efficiency flush provides significant water savings of up to 16,500 Gal. per year, versus an old 3.5 Gal. toilet, without sacrificing performance A chair-height, elongated seat makes it comfortable to use.1-piece toilets integrate the tank and bowl into a seamless, easy-to-clean designCompact elongated bowl offers added comfort while occupying the same space as a round-front bowlComfort Height feature offers chair-height seating that makes sitting down and standing up easier for most adults1.28 GPF (gallons per flush)Standard left-hand trip lever includedSeat and lid includedSupply line not includedSingle-flush gravity uses the force of gravity and a precision-engineered tank, bowl, and trapway to create a strong siphon during flushingAquaPiston canister allows water to flow into the bowl from all sides (360), increasing the power and effectiveness of the flushFlush valve's 3: 2 ratio harnesses the natural force of gravity and optimizes flush performanceDurable canister design has 90% less exposed seal material than a 3 in. flapper, for leak-free performanceLight-touch canister flush requires a lower actuation force than a flapperStandard 12 in. rough-inWaterSense toilets meet strict EPA flushing guidelines, including using at least 20% less water than 1.6 Gal. toiletsEligible for consumer rebates in some municipalities"
223627,"General Internationals 10 in. 5 Speed Drill Press delivers the power you need for your garage or work shop. Choose from 5 speeds to perfectly match the ideal cutting conditions you need for your material. Featuring our global patented cross-pattern precision laser guide system and unique built-in LED work light, this drill press is perfect for home or worksite. Generals 10 in. swing drill press with laser centering device is a powerhouse for your shop. Packed with features that youll find in larger more industrial type drill presses. Power through metal, wood and other materials with ease. Change from 5 speeds to target the exact RPM right for your project (620-3100 RPM). Construction of solid cast iron provides sturdiness and reliability. Its powerful induction motor features ball bearings for an extended life, all combining together with smooth and balanced performance at any speed. The 1/2 in. chuck gives you versatility with a variety of bits. Worktable bevels 45 left and right for those tricky operations for the perfect angles consistently. Base has predrilled holes for mounting onto a bench or work stand. Our patented X-pattern laser locks-on to your drill points saving on guesswork and sparing expensive materials. Includes a 2 year limited warranty.Global patented cross-pattern precision laser and LED lightAlignment and centering guideSwing: 10 in. drilling/chuck capacity: 1/2 in. taper: JT33Quill stroke: 2 in. table tilts to any angle with a 0-45 scale, induction motorAdjustable threaded-rod depth stop with scaleSoft grip feed handlesSolid cast iron mountable base and housingCSA certified"
223628,"The Woodford Model 22 freezeless sillcock is designed to provide year round hot and cold water service regardless of outside conditions. Separate hot and cold inlet tubes and operating handles allow for manual operated water temperature control. The Woodford Model 22 has an internal resetting pressure reducing valve that prevents the faucet casing tube from bursting in. freezing conditions, even if a hose is unintentionally left connected to the faucet. An Anti-siphon backflow device protects the faucet from any potential back pressure and contaminated water flowing back into the main line and a stainless-steel seat and rubber packing prevent faucet from leaking. Repair parts are readily available.California residents: see&nbsp;Proposition 65 informationP inlet - 1/2 in. female pipe thread; 3/4 in. male pipe threadPatented pressure relief valve (PRV) prevents bursting during freezing conditions, even if a hose is inadvertently left connected to the faucetEPDM rubber packing helps prevent leaking behind the packing nutStainless steel seat to prevent from leaking at the back of the faucetFull-circle operating threads cover the valve body and retainer for a secure and tight fitPowder-coated die-cast aluminum oval handle for strengthStandard O in. size seat washerNo-lead solderRepair parts readily availableMade in USA"
223629,"Patty Tuggle has always wanted to be an artist, even as a child. A talent and appreciation passed down from her grandmother and mother, Tuggle excelled early in her career winning awards as a student. She continues to garner praise and place highly at juried shows and exhibitions in her adult career. She hopes that through her work she is able to evoke hope, happiness, and understanding and sometimes even sadness, despair or anger. Of her work Tuggle says, ""Nothing can compare to God's creations, I merely want to capture those creations or situations that you may have missed""This ready to hang, gallery-wrapped art piece features purple flowers near a lakeGiclee (jee-clay) is an advanced printmaking process for creating high quality fine art reproductions, the attainable excellence that giclee printmaking affords makes the reproduction virtually indistinguishable from the original pieceArtist: Patty TuggleSubject: FloralStyle: ContemporaryProduct Type: Gallery-Wrapped Canvas ArtMade in USA"
223630,"The new series of bathroom sinks from KRAUS offers a fresh take on classic white ceramic. The square shape of this sink complements a range of decor styles, from traditional to contemporary. The smooth, non-porous surface is naturally hygienic and durable, with a premium baked-on glaze for an easy-to-clean high-gloss finish. Semi-recessed installation creates a stylish, modern look. A brass pop-up drain is included to ensure the perfect fit for your sink, with flawless finish that complements your faucet of choice while protecting against corrosion and rust. Pair this sink with any single-hole vessel or comfort-height faucet for a beautifully coordinated bathroom.Semi-recessed installationDurable and scratch-resistant non-porous finishEasy-to-clean polished surfaceStandard 1.75 in. drain openingBuilt-in overflowCoordinates with most vessel and comfort-height faucetsCertified and listed by cUPCLimited lifetime warrantySink dimensions: 16.25 in. x 16.25 in. x 6.6 in."
223631,"Adding Fypon window and door trim takes the look of a home from ordinary to extraordinary. Many pieces are designed to work together, and some can even be ordered moulded as one piece to further speed installation. From pilasters, pediments and crossheads, to arches and panels, our architectural options easily enhance a homes design.California residents: see&nbsp;Proposition 65 informationLimited lifetime warranty for homeownersLow-maintenanceQuick and easy installationResist insectsResists moistureWeather resistantPre-primed, ready to paint or stainExterior grade 100% acrylic latex paint"
223632,"Corn on the cob is delicious but sometimes it can be just a little bit slippery and hot, especially when coated with butter and right off the grill. To remedy the issue, the corn holder was invented. Charcoal Companion has taken the typical corn holder up a notch and created the fun Push Pin holders, which holds the corn in place while bringing a smile to any face.Includes 4 sets of holdersHand-wash only with mild detergent, rinse and dry immediatelyStainless steel prongsProngs are sharp so take care when handling"
223633,"This utility sink has a 17.5 gallon capacity and installs into countertop for an upgrade laundry room look.  Includes hardware, drain and complete installation instructions.  Available in your choice of solid or aggregate colors.  Drain and faucet assembly not included.Veritek material has no surface coating to chip or crack, color runs through the materialStarter holes are countersunk on the underside of the tub to accommodate the 4 in. Or 8 in. Faucet of your choiceDrop-in laundry tub looks great in the countertop of your choiceAlso available in limited aggregate or solid colorsFaucet not included"
223634,"The Virtus Under Mount Granite 33x9-1/2x18-7/16 Single Bowl Kitchen Sink in Mocha features a rear-set drain and measures 33 in. long by 18-7/16 in. wide with a dirt resilient design. This extra large bowl blends commercial efficiency with residential sensibilities and is ideal for prep kitchens. This item provides optimum hygiene protection, keeping your family and patrons safe.Non-porous surface is intrinsically hygienicAntibacterial protection with silver ion antibacWith an easy to clean design, stains and contaminants simply run right offFeatures a high resistance to thermal shockComes with a limited lifetime warrantyHeat resistant design withstands temperatures up-to 500-degreesUV-stable, will not fadeHigh resistance to chips and scratchesThree times harder than natural granite, yet silky to the touchSound absorption reduces noise of dishware or disposalsColor-fast throughoutClick here to learn more about kitchen sinks"
223635,"From stair treads, stair railing and a complete selection of Stair Parts, Surewood-LNL has what you need to make your stairs beautiful. The Surewood-LNL 36 in. x 1-1/4 in. Unfinished Hemlock Square-Top Baluster is made for interior use from 100% hemlock wood. It has a square-top design and is sold unfinished, allowing you to finish it matching other stair parts or decor. For best results, use plowed rail for installation of square top balusters.36 in. x 1-1/4 in. DimensionsMade of 100% hemlock woodFinish to match other stair parts or interior decorSquare-top designFor indoor use onlyNote: product may vary by store"
223636,"ZEP Commercial Streak-Free Glass Cleaner works quickly clean windows and mirrors leaving a streak-free shine. The ammonia-based formula is designed to remove dirt, grime and fingerprints without leaving residue. Since it is ammonia-based, it dries fast on glass surfaces.Professional-strength formulaNo-rinse formula quickly removes smudgesRefill bottle for added convenienceAmmonia-based formula dries quicklyCleans and leaves a fresh scent"
223637,"For the most comprehensive selection of screws look for Everbilt. No matter what the project or what size the job; Everbilt has the optimal fastening solution. There are many sizes and styles of screws available. As construction materials and techniques evolve, fastener design keeps pace with the changing technology. Fastener needs vary from project to project and the safety and life expectancy of the project can be extended or compromised based upon the fastener used. Fasteners have been designed to meet the special needs of projects and in many cases are known by the application for which they are intended.For attaching gypsum board to wood studsSteel constructionPhosphate-plated steel construction#2 Philips head drive"
223638,"Cardell vanity touch-up kit. A touch-up kit is great for concealing any nicks and scratches on your Cardell vanity cabinets. Cardell touch-up kits are recommended for any new installations.California residents: see&nbsp;Proposition 65 informationEbon Smoke finishExact color match for your Ebon Smoke Cardell Vanity cabinetsUsed for final touch-up and detailingIncludes a felt tip touch-up pen, a putty fill stick and a bottle of touch-up topcoat, all in a plastic case"
223639,"This polished chrome 2-light vanity light has a stylish oval back plate with curved arm detail. The perfect combination of traditional details with a contemporary flair. White opal glass shades are pleasing to the eye. The option of reversible mounting gives you the option of focusing lighting where needed most.Includes white opal glass shadesUses two medium base bulbs up to 60-Watt (not included)Reversible, can be mounted up or downETL listedHome Depot Protection Plan:"
223640,"Perfect for splitting logs and kindling. Fiberglass double injected handle with over strike protect, for easy gripping, control, comfort, increased strength and durability. Superior forged head.Lacquered headDouble injection fiberglass handle34 in. handleOverstrike protectionIdeal for splitting logs and seasoned woodConvenient wedge design for splitting and a striking end when used with a splitting wedgeDouble injected handle for increased strength, durability and control and overstrike protection"
223641,"Choose the Redi Shade 48 in. x 72 in. Paper Black out Window Shade when you want more privacy or to create darker room conditions. You can mount this shade either inside or outside the window frame in a horizontal orientation. If necessary, cut a bit off the length or width of this lightweight shade to conform to your window.48 in. W x 72 in. LActual Shade Width is 48 in.No deductions are made to this shade - the actual width of this shade is the same as width orderedFor an Inside Mount, fits windows: 48 in. WideFor an Outside Mount, fits windows up to 45 in. wide (with 3 in. excess for optimum light control and privacy)Paper shade has slats of 1-1/2 in.100% recyclableNo hardware, just trim, peel and stick for quick installationShips within 2-3 business daysProvides instant privacyShade can be trimmed at home to perfectly fit your windowNot sure what size to buy? Click here to download a printable window treatment measuring guide!"
223642,"The General International 10 in. Compound Miter features a 4400 RPM blade speed and miter range of 0-45. With table extension side bars, table clamp and rear stabilization bars for precision cuts, the MS3003 out performs other saws. This MS3003 miter saw has a dynamically balanced 15 Amp direct-drive motor with 4400 RPM for improved performance and is engineered to never slip or bog down like belt-drive units. The electronic speed control maintains constant speed under load and the soft-start technology is engineered for smooth start-ups. General Miter saw has a dual post compound pivot arm with bevel cuts up to 45 to the left. Miter adjustments range from 0 to 45 left and 0 to 52 right, with 9 positive miter stops at 15, 22.5, 30 and 45 (left or right) and 0 (90 cuts). The engineered aluminum base ensures accurate cuts. Ease-of-use and comfort features include a laser light that works independently of the blade rotation to clearly illuminate the work surface and a compact size (weighs only 24 lbs.) for easy portability. This MS3003 is engineered for a broad range of trades, including finish carpenters, professional woodworkers, case and base installers, cabinet installers, decking and flooring applications, siding installers and general contractors seeking a superior 10 in. compound miter saw for the jobsite or the bench top. Includes a 2 year limited warranty.Precision cuts with laser alignment systemBevels at 0-45 for compound anglesMax cut capacities: 5.25 in. x 3 in.Miter cuts up to 45 left and rightDetents at primary cutting angles1800-Watt, 120-Volt 60 Hz, no-load speed 4400 RPM, powerful 15 Amp, easy-access motor brushesIncludes: dust bag, hold down clamp, table side extension bars, rear stabilization bar, 10 in. saw blade with carbide tipped teethHandy measurement scale embossed in rear fenceComfortable horizontal D-handle helps with transportingETL certified"
223643,"This beautiful machine made runner features durable low profile nylon pile with a modern color palette. Non-slip rubber backing enhances safety and prevents slips and falls. Intricate design along with the color choice used in this rug will make an elegant addition to any room in your home.Machine washable 100% Nylon PileDurable non-slip rubber backing which does not require rug gripperMachine made in TurkeyStain and fade resistant durable pile for a long lasting qualityVacuum regularly and spot clean; do not dry clean, rotate periodicallyThis runner features a rich, modern color palette and very detailed designPlease Note: The digital images and product dimensions on our website are as accurate as possible. Due to differences in computer monitors, some rug colors may vary slightly. Lengths and widths may vary from the published dimensions. We do our best to provide you with an exact measurement, but please be advised that some variation exists. Patterns may vary slightly according to shape and size selected."
223644,"Tafco Decor Specialty Windows have ornate custom glass that offers beauty and privacy with a leaded look (platinum or gold) glass finish inserted between two pieces of clear glass. The leaded look glass is then sealed for energy efficient triple glazing in our solid heavy decorative main frame. All Tafco decor specialty windows frames are completely maintenance free. Tafco decor specialty windows are the perfect choice to set your home apart from all the rest.An interior trim kit is supplied with every windowThe interior trim telescopes from 4-1/2 in. to 6-1/2 in. to accommodate various wall thicknessesAllows for a perfect inside finished look every time1 in. Thick energy efficient insulated glassAll Tafco oval and round window frames can be painted inside and out to match any home color schemePerforated mounting flange provided for a very easy installationCompletely maintenance free, will not rot or leakAll are non-venting fixed window units"
223645,"Products and systems by Lamello have always been designed for longevity and reliability. This legendary durability is combined with environmental stewardship in view as strict environmental regulations at our production site in Switzerland ensure that all resources are used with consideration, many of them stemming from sustainable husbandry and management. The Lamello Router Bit with 1/2 in. Shank features a two wing carbide tip that provides an economical alternative to dowels or loose ten on joints.Carbide tipCutting accessory for the #11 round join platesSharp edges provide smooth and easy cuts without splintering the woodMade from high quality steel"
223646,"SmartFIT is the best solution for refrigerator filtration. The SmartFIT RS-1 is comparable to the Samsung DA29-00003G. SmartFIT offers 2 filters for the price of 1, while maintaining the strictest of quality standards. You can count on fresh, crisp, clean water, every time with SmartFIT. SmartFIT, clean water made simple.2 filters for the price of oneMinimizes sediment and rustDesigned to meet or exceed big brand requirementsIndependently tested to NSF/ANSI standard 42, for reduction of chlorine taste and odorFilter life: 6 months or 300 Gal. (whichever comes first)"
223647,"When it comes to repair parts, American Standard is the clear market leader. The durable construction of this Escutcheon Cap Over Cartridge Reliant Plus and Jasmine in Satin Nickel. The durable construction holds up in high-use areas, making it perfect for most applications.Satin nickel finishEscutcheon cap onlyFor single lever kitchen faucetsDurable construction"
223648,"Livorno Onyx Quarter Round Molding is used to accent the transition from baseboard to floor surfaces, especially in retrofitted floors where the baseboard typically is not removed. The Quarter Round Molding provides a subtle blend between the gap in the floor and the wall. Providing a beautiful finished look to any room in your home.Livorno Onyx Vinyl Quarter Round Molding5/8 in. Thickness x 3/4 in. Width x 94 in. lengthLivorno Onyx Light Color FinishAppropriate Grade for Installation: Above Grade, On Grade or Below gradeCan be installed over both concrete and wooden subfloorsThis product is proudly manufactured in the USA by Zamma CorporationResidential and commercial useDon't forget your coordinating trimAll online orders for this item ship via parcel groundCoordinates with vinyl flooringClean with a damp cloth"
223649,"For convenience and versatility, use this ECHO cordless drill. It has a heavy-duty keyed chuck that can hold a 1/2 in. drill shank. Suitable for outdoor jobs such as pest control and digging holes for planting. The reverse feature adds to its usefulness.Assembled dimension: 12 in. W x 21 in. D x 10 in. H5-years consumer warranty25.4cc professional-grade, 2-stroke engineHeavy duty gear reduction converts engine power into tough drilling torqueHeavy duty keyed chuck holds up to 1/2 in. drill shankHome Depot Protection Plan:"
223650,"Raco Conduit nipples are for use with Rigid/IMC conduit. The nipples provide a 2 in. extension to the length of a Rigid/IMC conduit run. The threaded ends also connect two electrical outlet boxes or enclosures.Durable steel construction insures mechanical protection for the racewayGalvanized steel construction provides corrosion resistanceSuitable for both indoor and outdoor applicationsFor use with 3/4 in. Rigid/IMC conduit"
223651,"Iron Doors Unlimited, the leader in residential wrought iron doors, artisan-crafted designs for every architectural style - hand forged and hand finished from the highest quality 12-Gauge steel. Armonia (Harmony) Straight Top. Full Lite. Timeless, serene and simple hand-hammered scrollwork design. Beauty, durability, security and affordability. Elegance and quality do not have to be expensive. Note: Some Armonia styles feature tinted clear Tea Glass - not opaque. Offers no privacy.Hand-forged and hand finished from the highest quality 12-Gauge steel5/8 in. Hand forged scrollwork2 in. Thick door panel; integral threshold; heavy duty hingesWeather stripping around each door and glass panelInjected foam insulation in jambs and slabsPre-drilled holes for handles and locksTempered double pane glass opens independently of door for cleaning and ventilationFlush bolt system on top and bottom of double doors locks in dormant door7 Step finishing process with zinc coating for galvanizing, primers, hand applied finishes, protected with oil based clear coat sealerPrice includes threshold, sweeps, glass, weather stripping and door jamb, does not include handlesListed door size is actual size of complete door unit, including jambRecommended RO (rough opening) atleast 1 in. wider and 1/2 in. taller than height and width of unit sizeIndustry-leading warranty protecting parts, finish and glass"
223652,"This Schon sink features an under counter installation for a seamless edge between the counter and the sink for easier cleaning and sleeker visual appearance. It can also be installed with a slight reveal if desired. This sink also has a spray coating for moisture control on the underside as well as deluxe sound absorption pads to reduce vibration from running water and the garbage disposal which makes for a very quiet kitchen.16-gaugeDurable surface that withstands scrubbing304 grade stainless steelStain and rust resistantIncludes stainless steel strainer, and stainless steel sink grid with rubber bumpers and feet"
223653,"""The Hangman Self Leveling Flush mount Hanger is a single piece hanger that attaches to the back of your canvas and hangs on the provided Bear Claw Hanger. The inset created allows the canvas to hang flush against the wall. Ideal for unframed canvas art.Also works on wooden framesQuick and easy, hangs flush on wallsSold as an individual kitNow your canvas art, including gale and gallery wraps will look even more beautiful, enhancing the rest of your home wall decor"
223654,"This maxim dual arm casement operator is constructed from die-cast. It has a square nylon guide and its corrosion protected. This type of dual arm casement operator fits Truth Maxim System.Die-cast constructionSquare nylon guideCorrosion protectedFits truth maxim systemsThe handing for this Prime-Line Operator is determined by the window's hinge location when viewing from the OUTSIDE looking IN.  If viewing window from inside the home looking out, please see opposite handing."
223655,"Whistlers Pro-400W 110V AC Power Inverter offers a USB Port for charging portable devices and allows you to run small AC devices right from your car, boat or RV. Perfect for use with game consoles or other devices while traveling.2 AC outletsUSB port400 watt continuous powerHigh surgePlugs into lighter socketDirect wire cables with clamps includedCooling fan40 amp power requirementGround fault sensingElectronic circuit protection12 in. 3-Speed Fan 231 watts, 3/8 in. Drill  220 watts, Finishing Sander  176 watts, 13 in. TV with most Game Consoles  150 watts 21 in. Color TV 150 watts, check with your device manufacturer for compatibility with modified sine wave invertersConverts 12 volt DC power to 110 volt AC powerClick on the More Info tab to download  the specifications pdf to view the wattage requirement guide"
223656,"The DV26 is a Non-contact-Voltage Detector with (built in) Flashlight. It detects AC-Voltage from 100 to 1000 VAC without contact and alerts the user with LED's and audible beeping. The DV26 is built in a rugged double molded housing, has a category III 1000V/ category IV 600-Volt safety rating and is complete with a year warranty and two AAA batteries.Green LED indicator lights up when powered on and ready to useFlashing red LED indicator light with audible beeper indicates presence of live wiresTip fits into outlets or against wire insulation testingFlashlight with on/off buttonHome Depot Protection Plan:"
223657,"This frameless 24 in. grand swing medicine cabinet includes ample storage space and a sleek, modern look that provides both function and style. The white powder-coat steel cabinet body can be surface mounted or recessed into your wall. Three adjustable glass shelves conveniently hold items of different shapes and sizes to suit all your storage needs.Beveled mirrorSoft close euro hingesLeft or right hand openingWhite side panels for surface mount applicationOverall dimensions: 24.5 in. W x 30.5 in. H x 5 in. D"
223658,"Gardening-themed game turns any gathering into a fun-filled event. Comes with two composite game boards. Includes 6 bean bag throws.Includes heavy-duty carry toteGreat for 2 to 4 playersMulti-color printBoasts The Home Depot logo"
223659,"This large diameter fitting is manufactured using type 1 grade 1 PVC for optimum performance. This fitting is suitable for potable water. This fitting is a 12 in. x 4 in. reducer bushing with spigot x slip connections.Large diameter fitting is schedule 40 PVCLarge diameter fitting is made in the USALarge diameter fitting is used in the construction of high volume water pipe systemsLarge diameter fitting is designed for a solvent weld system"
223660,"Tray pad for use with Plug N Play fire pit insert.  This tray pad can be used as a holder for condiments.  Scoot a chair up to the fire pit and have a spot for your plate and drink.Everything you love about hammocks and chairs in 1-great outdoor chairArm support fits into any hole on plug n play fire pit insertsPlug n play inserts can hold up to 4-trays comfortablyAssembles easily in minutes"
223661,"These machine screws are used with nuts or directly into a female threaded receptacle to fasten metal parts together. They are installed into an existing or predrilled, pre-tapped hole and are fully threaded. Measurements are made from the underside of the head to the tip of the screw to obtain fastener length. If nuts are needed, use with nuts of the same material, finish, and threading for proper fit.California residents: see&nbsp;Proposition 65 information2-piece per packSteel constructionZinc-plated1/4 in.-20 tpi x 4 in.Round head combination driveCoarse threadingCoarse threadingNote: Product may vary by store"
223662,"Pack light with a Clam rod tube. Great for protecting and transporting your gear. Side pockets for jig boxes and other accessories. Unique design allows using attached Velcro straps to hang from canopy pole for convenient location and function.Easily fits up to 30 in. rodsPadded reel sleeve protects reels in storage2 Velcro straps to hang rod tube from canopy pole in your trap-style shelter(2) 6 in. x 8 in. gusseted and zippered pockets for tackle and tools"
223663,"Whether you want to create an island or peninsula, with or without seating, our Decorative Island Panel Kit makes it easy. With Hampton Bay accessories you can personalize your space, add designer touches and create custom storage solutions. You can also personalize your space with affordable custom elements that only look expensive.California residents: see&nbsp;Proposition 65 informationEasy and affordable to include a convenient island or peninsula in your kitchen with this kitSatin white finishFinish coordinates with a variety of cabinet finishesLimited lifetime warrantyCARB compliant"
223664,"Popular Tarter Gate Company 5 ft. x 10 ft. open bed utility trailer with 2,250 lb. payload capacity and wood plank flooring. Built tough for hauling motorcycles, ATVs lawn tractors or golf carts. Great for weekend trips when you need more cargo space.Durable black powder coat finish will outlast paintTreated wood plank flooring for rigid hauling platformRemovable rear ramp gate for easy on and off loading1 year limited warranty14 in. tire and wheels2 in. A-frame coupler with safety chains"
